,Image,YOLO_inference_time,num_bbox,OODL_feat_extraction_time,OSVM_inference_time,OOD_object_present
2374,002374.png,1654.27,1.0,1480.803,0.286,1.0
2375,002375.png,1512.075,1.0,1395.019,0.278,1.0
2376,002376.png,1908.006,8.0,11312.936,0.728,0.0
2377,002377.png,1860.226,3.0,4077.374,0.417,0.0
2378,002378.png,1323.381,1.0,1391.912,0.276,1.0
2379,002379.png,1326.522,2.0,2711.939,0.347,0.0
2380,002380.png,1323.533,1.0,1394.449,0.292,1.0
2381,002381.png,1316.545,4.0,5385.442,0.49,0.0
2382,002382.png,1314.271,5.0,6707.675,0.547,2.0
2383,002383.png,1335.855,7.0,9853.627,0.774,0.0
2384,002384.png,1320.038,3.0,4038.895,0.41,0.0
2385,002385.png,1346.948,,,,0.0
2386,002386.png,1303.564,2.0,2689.635,0.387,1.0
2387,002387.png,1321.13,3.0,4067.789,0.498,1.0
2388,002388.png,1307.286,3.0,4062.052,0.413,2.0
2389,002389.png,1314.915,,,,2.0
2390,002390.png,1320.341,8.0,11601.294,0.799,0.0
2391,002391.png,1315.531,3.0,4017.451,0.449,0.0
2392,002392.png,1322.335,15.0,23532.686,2.314,0.0
2393,002393.png,1317.976,6.0,8339.414,0.591,2.0
2394,002394.png,1316.198,4.0,5368.285,0.554,4.0
2395,002395.png,1319.216,4.0,5370.223,0.526,0.0
2396,002396.png,1320.168,2.0,3269.233,0.367,2.0
2397,002397.png,1337.744,6.0,10045.168,0.65,0.0
2398,002398.png,1308.772,,,,0.0
2399,002399.png,1305.626,,,,0.0
2400,002400.png,1318.686,1.0,1675.524,0.309,1.0
2401,002401.png,1326.919,4.0,6148.457,0.462,2.0
2402,002402.png,1311.3,4.0,5645.226,0.465,1.0
2403,002403.png,1305.989,6.0,9819.575,1.325,0.0
2404,002404.png,1325.755,11.0,16321.137,2.953,1.0
2405,002405.png,1320.037,2.0,2735.758,0.343,1.0
2406,002406.png,1323.698,6.0,8331.661,0.598,0.0
2407,002407.png,1322.591,11.0,16686.449,2.688,0.0
2408,002408.png,1319.532,1.0,1439.345,0.722,1.0
2409,002409.png,1326.106,2.0,2731.511,0.367,0.0
2410,002410.png,1317.356,5.0,6963.43,0.598,0.0
2411,002411.png,1313.925,,,,0.0
2412,002412.png,1315.309,1.0,1398.326,0.271,1.0
2413,002413.png,1316.238,2.0,2848.889,0.369,1.0
2414,002414.png,1316.778,1.0,1501.563,0.296,1.0
2415,002415.png,1326.358,2.0,2954.83,0.567,2.0
2416,002416.png,1335.091,9.0,13654.563,1.262,0.0
2417,002417.png,1322.176,6.0,8367.07,0.628,1.0
2418,002418.png,1315.065,11.0,16017.792,2.448,0.0
2419,002419.png,1318.614,1.0,1429.303,0.277,1.0
2420,002420.png,1324.384,9.0,13800.139,0.908,7.0
2421,002421.png,1322.643,,,,7.0
2422,002422.png,1322.014,10.0,15737.109,1.517,0.0
2423,002423.png,1332.89,1.0,1429.587,0.295,1.0
2424,002424.png,1320.155,4.0,5345.199,0.477,2.0
2425,002425.png,1341.965,8.0,11397.862,0.779,0.0
2426,002426.png,1325.449,4.0,5366.925,0.492,3.0
2427,002427.png,1316.525,,,,3.0
2428,002428.png,1309.075,1.0,1420.939,0.274,1.0
2429,002429.png,1339.493,3.0,4038.381,0.498,3.0
2430,002430.png,1336.094,6.0,8185.046,0.713,0.0
2431,002431.png,1325.388,,,,0.0
2432,002432.png,1318.295,4.0,5380.578,0.482,0.0
2433,002433.png,1338.508,3.0,4001.923,0.458,0.0
2434,002434.png,1334.492,10.0,14755.756,2.187,2.0
2435,002435.png,1326.285,,,,2.0
2436,002436.png,1333.144,2.0,2789.085,0.374,0.0
2437,002437.png,1374.144,,,,0.0
2438,002438.png,1457.837,6.0,8081.08,0.62,0.0
2439,002439.png,1335.668,,,,0.0
2440,002440.png,1310.438,7.0,9664.961,0.81,0.0
2441,002441.png,1323.602,10.0,15090.897,1.435,0.0
2442,002442.png,1559.685,9.0,13859.656,0.806,0.0
2443,002443.png,2219.428,3.0,4153.229,0.41,3.0
2444,002444.png,1328.042,2.0,2699.326,0.339,0.0
2445,002445.png,1318.1,4.0,5378.192,0.485,0.0
2446,002446.png,1315.043,6.0,8478.479,0.693,0.0
2447,002447.png,1319.414,8.0,11348.808,0.714,0.0
2448,002448.png,1319.568,1.0,1503.131,0.294,1.0
2449,002449.png,1309.508,4.0,5447.89,0.496,0.0
2450,002450.png,1322.034,,,,0.0
2451,002451.png,1307.014,1.0,1404.785,0.295,0.0
2452,002452.png,1319.697,6.0,8824.254,0.591,0.0
2453,002453.png,1316.868,1.0,1394.656,0.27,1.0
2454,002454.png,1318.349,3.0,4185.315,0.419,0.0
2455,002455.png,1321.448,,,,0.0
2456,002456.png,1317.006,4.0,5499.935,0.541,0.0
2457,002457.png,1318.587,2.0,2846.694,0.379,0.0
2458,002458.png,1322.183,1.0,1404.722,0.273,1.0
2459,002459.png,1309.333,1.0,1447.019,0.277,0.0
2460,002460.png,1308.452,6.0,8584.324,0.702,0.0
2461,002461.png,1317.299,2.0,2769.667,0.378,1.0
2462,002462.png,1321.626,1.0,1395.391,0.266,0.0
2463,002463.png,1319.667,2.0,2730.506,0.343,0.0
2464,002464.png,1308.483,1.0,1416.304,0.279,0.0
2465,002465.png,1311.408,2.0,2786.277,0.38,0.0
2466,002466.png,1323.684,8.0,11910.152,1.221,0.0
2467,002467.png,1319.077,1.0,1439.13,0.32,0.0
2468,002468.png,1315.904,5.0,6807.634,0.608,0.0
2469,002469.png,1331.094,,,,0.0
2470,002470.png,1321.474,4.0,5483.892,0.473,0.0
2471,002471.png,1329.251,14.0,21627.577,3.455,0.0
2472,002472.png,1320.012,3.0,4238.764,0.471,0.0
2473,002473.png,1322.365,4.0,5507.114,0.502,0.0
2474,002474.png,1319.159,5.0,6724.878,0.566,0.0
2475,002475.png,1319.668,1.0,1381.162,0.309,0.0
2476,002476.png,1319.411,10.0,14320.223,1.196,0.0
2477,002477.png,1324.583,9.0,13411.937,0.859,0.0
2478,002478.png,1319.433,4.0,5629.312,0.547,3.0
2479,002479.png,1321.162,4.0,5550.994,0.542,4.0
2480,002480.png,1307.886,,,,4.0
2481,002481.png,1306.27,1.0,1398.179,0.28,1.0
2482,002482.png,1322.987,9.0,13108.358,0.855,3.0
2483,002483.png,1320.418,1.0,1482.843,0.269,0.0
2484,002484.png,1320.388,6.0,8482.608,0.611,0.0
2485,002485.png,1321.369,10.0,15361.016,1.389,0.0
2486,002486.png,1324.321,8.0,11356.029,1.209,0.0
2487,002487.png,1333.031,3.0,4035.795,0.438,1.0
2488,002488.png,1325.153,4.0,5414.659,0.532,0.0
2489,002489.png,1325.971,5.0,6770.218,0.609,0.0
2490,002490.png,1320.501,1.0,1417.069,0.3,1.0
2491,002491.png,1706.576,5.0,6717.711,0.537,0.0
2492,002492.png,1410.94,6.0,8047.4,0.679,0.0
2493,002493.png,1314.076,8.0,11417.949,0.843,0.0
2494,002494.png,1315.547,2.0,2723.093,0.329,0.0
2495,002495.png,1305.566,4.0,5396.877,0.469,0.0
2496,002496.png,1310.829,,,,0.0
2497,002497.png,1306.831,8.0,11661.528,0.777,6.0
2498,002498.png,1311.171,6.0,8717.785,0.622,0.0
2499,002499.png,1306.894,2.0,2856.878,0.432,0.0
2500,002500.png,1305.115,,,,0.0
2501,002501.png,1299.907,1.0,1534.123,0.281,1.0
2502,002502.png,1317.533,12.0,19166.477,1.666,10.0
2503,002503.png,1303.583,3.0,4158.007,0.422,0.0
2504,002504.png,1300.263,1.0,1431.253,0.307,0.0
2505,002505.png,1311.787,2.0,2741.788,0.378,0.0
2506,002506.png,1304.762,4.0,5449.655,0.547,0.0
2507,002507.png,1305.541,5.0,7028.541,0.563,0.0
2508,002508.png,1317.335,9.0,14552.851,1.542,0.0
2509,002509.png,1300.464,5.0,6777.665,0.531,2.0
2510,002510.png,1305.229,8.0,11858.256,1.251,1.0
2511,002511.png,1315.93,2.0,2896.598,0.364,0.0
2512,002512.png,1314.919,6.0,8077.525,0.716,0.0
2513,002513.png,1314.794,11.0,16053.147,3.658,0.0
2514,002514.png,1321.426,4.0,5620.96,0.467,0.0
2515,002515.png,1301.383,,,,0.0
2516,002516.png,1309.128,,,,0.0
2517,002517.png,1303.679,3.0,4090.333,0.428,0.0
2518,002518.png,1303.778,8.0,11880.887,0.865,1.0
2519,002519.png,1321.553,10.0,14770.396,1.411,5.0
2520,002520.png,1314.058,3.0,4178.036,0.441,2.0
2521,002521.png,1319.476,4.0,5363.583,0.518,2.0
2522,002522.png,1307.683,,,,2.0
2523,002523.png,1307.005,5.0,6672.566,0.548,0.0
2524,002524.png,1318.1,2.0,2683.222,0.363,1.0
2525,002525.png,1307.247,,,,1.0
2526,002526.png,1309.611,8.0,11525.878,0.715,0.0
2527,002527.png,1321.941,3.0,4028.845,0.398,2.0
2528,002528.png,1320.109,2.0,2770.581,0.346,0.0
2529,002529.png,1315.921,2.0,2764.149,0.35,2.0
2530,002530.png,1315.695,,,,2.0
2531,002531.png,1312.447,4.0,5389.306,0.507,1.0
2532,002532.png,1317.546,8.0,11783.477,0.74,1.0
2533,002533.png,1321.819,6.0,8440.133,0.599,3.0
2534,002534.png,1317.748,4.0,5530.469,0.477,0.0
2535,002535.png,1308.2,3.0,4335.132,0.417,3.0
2536,002536.png,1324.291,,,,3.0
2537,002537.png,1305.334,1.0,1407.191,0.353,1.0
2538,002538.png,1304.544,1.0,1388.555,0.289,0.0
2539,002539.png,1311.845,,,,0.0
2540,002540.png,1323.24,16.0,24153.429,2.269,0.0
2541,002541.png,1324.779,9.0,13545.73,0.932,0.0
2542,002542.png,1313.638,4.0,5370.096,0.469,3.0
2543,002543.png,1316.4,10.0,14522.349,1.515,0.0
2544,002544.png,1316.532,3.0,4171.749,0.632,0.0
2545,002545.png,1304.232,2.0,2750.936,0.367,1.0
2546,002546.png,1299.658,5.0,6774.607,0.53,0.0
2547,002547.png,1315.934,,,,0.0
2548,002548.png,1314.764,1.0,1550.603,0.28,1.0
2549,002549.png,1315.25,4.0,5656.322,0.546,0.0
2550,002550.png,1312.84,1.0,1460.509,0.279,0.0
2551,002551.png,1316.837,2.0,2716.726,0.337,0.0
2552,002552.png,1320.606,11.0,17089.198,2.954,3.0
2553,002553.png,1313.685,3.0,4254.614,0.466,1.0
2554,002554.png,1304.139,5.0,6879.24,0.561,1.0
2555,002555.png,1315.726,,,,1.0
2556,002556.png,1304.355,2.0,2819.447,0.372,0.0
2557,002557.png,1316.542,1.0,1389.727,0.286,1.0
2558,002558.png,1317.058,10.0,14819.884,1.493,0.0
2559,002559.png,1318.638,12.0,17673.81,1.015,6.0
2560,002560.png,1312.638,12.0,17760.301,1.612,0.0
2561,002561.png,1315.883,6.0,8217.269,0.605,2.0
2562,002562.png,1313.882,2.0,2683.912,0.381,1.0
2563,002563.png,1314.006,1.0,1427.571,0.305,0.0
2564,002564.png,1308.926,3.0,4035.809,0.406,0.0
2565,002565.png,1299.717,2.0,2751.489,0.345,0.0
2566,002566.png,1319.432,3.0,4205.617,0.463,0.0
2567,002567.png,1316.278,1.0,1389.206,0.282,0.0
2568,002568.png,1318.014,5.0,6798.075,0.546,2.0
2569,002569.png,1321.007,1.0,1394.63,0.267,0.0
2570,002570.png,1316.868,2.0,2733.54,0.352,0.0
2571,002571.png,1318.639,2.0,2738.012,0.447,1.0
2572,002572.png,1315.533,1.0,1429.073,0.275,0.0
2573,002573.png,1317.171,6.0,8697.109,0.592,0.0
2574,002574.png,1315.729,,,,0.0
2575,002575.png,1318.107,7.0,9865.731,0.759,6.0
2576,002576.png,1315.797,1.0,1405.071,0.271,1.0
2577,002577.png,1336.752,10.0,15535.806,1.362,0.0
2578,002578.png,1362.313,1.0,1428.838,0.296,0.0
2579,002579.png,1327.694,2.0,2727.039,0.344,2.0
2580,002580.png,1323.421,3.0,4064.045,0.462,3.0
2581,002581.png,1354.354,3.0,4329.574,0.41,0.0
2582,002582.png,1652.915,1.0,1400.169,0.301,0.0
2583,002583.png,2131.267,3.0,4078.959,0.401,0.0
2584,002584.png,4655.445,2.0,2716.554,0.339,1.0
2585,002585.png,1430.385,3.0,4075.823,0.457,3.0
2586,002586.png,1325.994,3.0,4051.519,0.57,0.0
2587,002587.png,1319.937,11.0,16406.78,1.595,0.0
2588,002588.png,1357.192,3.0,4088.308,0.469,0.0
2589,002589.png,1585.876,2.0,2893.406,0.366,2.0
2590,002590.png,2018.6,5.0,6862.054,0.642,1.0
2591,002591.png,2469.626,10.0,14541.912,1.342,0.0
2592,002592.png,1332.607,1.0,1540.664,0.295,0.0
2593,002593.png,1348.195,6.0,7934.349,0.602,0.0
2594,002594.png,1462.766,2.0,2966.719,0.344,2.0
2595,002595.png,1532.81,5.0,7448.949,0.622,0.0
2596,002596.png,2631.595,3.0,4369.621,0.413,2.0
2597,002597.png,1455.125,12.0,18631.097,1.487,0.0
2598,002598.png,1379.78,3.0,3990.001,0.413,0.0
2599,002599.png,1537.246,5.0,6648.045,0.543,4.0
2600,002600.png,1496.295,2.0,2674.917,0.341,0.0
2601,002601.png,1469.141,8.0,11123.802,1.335,0.0
2602,002602.png,1525.329,9.0,12861.815,0.862,0.0
2603,002603.png,1575.651,2.0,2730.27,0.357,0.0
2604,002604.png,1388.204,1.0,1428.528,0.291,0.0
2605,002605.png,1388.469,3.0,4004.1,0.399,3.0
2606,002606.png,1437.728,6.0,8354.8,0.592,0.0
2607,002607.png,1484.613,1.0,1398.458,0.278,1.0
2608,002608.png,1378.573,4.0,5423.713,0.535,0.0
2609,002609.png,1365.621,4.0,5379.333,0.49,0.0
2610,002610.png,1559.837,2.0,2704.527,0.375,1.0
2611,002611.png,1455.87,3.0,4048.984,0.414,2.0
2612,002612.png,1351.75,5.0,6972.321,0.545,2.0
2613,002613.png,1326.94,2.0,2714.456,0.383,0.0
2614,002614.png,1427.616,7.0,10008.257,0.714,0.0
2615,002615.png,1650.398,,,,0.0
2616,002616.png,1336.699,1.0,1419.514,0.277,1.0
2617,002617.png,1776.51,,,,1.0
2618,002618.png,1322.859,3.0,3977.011,0.452,0.0
2619,002619.png,1340.906,10.0,14475.259,1.372,1.0
2620,002620.png,1426.318,4.0,5466.99,0.544,0.0
2621,002621.png,1359.411,,,,0.0
2622,002622.png,1308.449,5.0,6674.556,0.531,2.0
2623,002623.png,1365.98,2.0,2668.041,0.341,1.0
2624,002624.png,1414.578,6.0,7988.618,0.603,0.0
2625,002625.png,1433.986,1.0,1381.279,0.296,1.0
2626,002626.png,1364.524,2.0,2677.665,0.338,0.0
2627,002627.png,1387.288,5.0,6666.739,0.525,0.0
2628,002628.png,1327.847,4.0,5325.083,0.545,0.0
2629,002629.png,1423.114,4.0,5342.906,0.533,4.0
2630,002630.png,1433.21,14.0,20601.439,3.583,1.0
2631,002631.png,1561.589,,,,1.0
2632,002632.png,1417.846,,,,1.0
2633,002633.png,1442.679,5.0,6716.33,0.56,0.0
2634,002634.png,2034.733,1.0,1384.59,0.296,0.0
2635,002635.png,1500.164,,,,0.0
2636,002636.png,1372.581,6.0,7991.723,0.684,5.0
2637,002637.png,1330.325,12.0,17253.021,2.4,0.0
2638,002638.png,1559.525,4.0,5346.746,2.203,0.0
2639,002639.png,1427.632,8.0,11136.549,0.853,0.0
2640,002640.png,1355.062,14.0,20445.951,1.842,0.0
2641,002641.png,1351.655,2.0,2735.603,0.37,0.0
2642,002642.png,1338.408,9.0,12491.098,0.791,0.0
2643,002643.png,1485.893,7.0,9291.372,0.783,0.0
2644,002644.png,1339.835,8.0,11228.315,0.99,0.0
2645,002645.png,1375.696,1.0,1413.702,0.49,1.0
2646,002646.png,1385.334,14.0,20377.875,2.604,0.0
2647,002647.png,1387.249,1.0,1488.763,0.607,1.0
2648,002648.png,1374.745,2.0,2677.573,0.337,0.0
2649,002649.png,1372.836,3.0,3993.807,0.458,0.0
2650,002650.png,1326.249,4.0,5324.832,0.539,2.0
2651,002651.png,1327.393,3.0,4017.127,0.399,3.0
2652,002652.png,1326.372,8.0,11295.911,0.781,0.0
2653,002653.png,1345.677,8.0,11174.37,1.284,0.0
2654,002654.png,1326.432,8.0,11181.518,0.767,0.0
2655,002655.png,1336.018,7.0,9625.119,0.76,0.0
2656,002656.png,1327.409,2.0,2683.03,0.333,2.0
2657,002657.png,1360.188,8.0,11263.535,0.88,0.0
2658,002658.png,1345.206,3.0,4021.793,0.425,2.0
2659,002659.png,1336.45,4.0,5363.986,0.539,0.0
2660,002660.png,1393.517,1.0,1387.84,0.291,1.0
2661,002661.png,1328.896,5.0,6683.676,0.534,0.0
2662,002662.png,1315.961,,,,0.0
2663,002663.png,1393.746,3.0,4026.519,0.411,2.0
2664,002664.png,1323.737,2.0,2694.198,2.063,0.0
2665,002665.png,1351.612,1.0,1393.675,0.277,0.0
2666,002666.png,1390.684,4.0,5351.901,0.544,4.0
2667,002667.png,1688.42,6.0,8431.388,0.592,3.0
2668,002668.png,2630.351,4.0,5353.954,0.475,0.0
2669,002669.png,1872.073,3.0,4021.589,0.464,0.0
2670,002670.png,1397.682,,,,0.0
2671,002671.png,1742.005,2.0,2694.357,0.376,1.0
2672,002672.png,2072.84,1.0,1391.755,0.269,1.0
2673,002673.png,1692.956,,,,1.0
2674,002674.png,1422.107,12.0,17541.134,2.586,2.0
2675,002675.png,1568.214,2.0,2694.963,0.371,0.0
2676,002676.png,1456.091,14.0,20612.792,5.464,0.0
2677,002677.png,1379.477,5.0,6721.498,0.617,5.0
2678,002678.png,1547.536,1.0,1384.168,0.292,1.0
2679,002679.png,2009.638,3.0,3976.589,0.472,2.0
2680,002680.png,1805.771,3.0,3982.496,0.476,2.0
2681,002681.png,1577.087,,,,2.0
2682,002682.png,1548.327,1.0,1386.261,0.28,1.0
2683,002683.png,2056.061,6.0,7986.433,0.608,1.0
2684,002684.png,1637.92,6.0,7993.767,0.69,0.0
2685,002685.png,1511.871,16.0,24071.634,2.025,0.0
2686,002686.png,1613.388,,,,0.0
2687,002687.png,2328.305,1.0,1419.286,0.282,0.0
2688,002688.png,1582.352,4.0,5317.711,0.521,0.0
2689,002689.png,1375.234,9.0,13314.99,1.38,0.0
2690,002690.png,1388.73,4.0,5537.099,0.473,0.0
2691,002691.png,1493.586,3.0,4014.678,0.441,1.0
2692,002692.png,1549.669,,,,1.0
2693,002693.png,1607.862,5.0,6698.619,0.538,4.0
2694,002694.png,1453.9,3.0,3997.125,0.409,0.0
2695,002695.png,1475.637,3.0,4021.766,0.405,1.0
2696,002696.png,2441.826,9.0,13093.887,1.451,2.0
2697,002697.png,2231.715,13.0,19239.504,2.911,0.0
2698,002698.png,1912.486,5.0,6654.243,0.54,4.0
2699,002699.png,1743.451,1.0,1389.978,0.303,1.0
2700,002700.png,1540.907,6.0,7962.339,0.608,2.0
2701,002701.png,1412.928,3.0,3974.349,0.412,0.0
2702,002702.png,1468.684,1.0,1386.141,0.284,0.0
2703,002703.png,1785.317,12.0,17462.886,1.542,0.0
2704,002704.png,1979.628,4.0,5335.368,0.493,0.0
2705,002705.png,1475.447,7.0,9262.112,1.199,0.0
2706,002706.png,1499.59,4.0,5298.894,0.542,4.0
2707,002707.png,1413.124,2.0,2705.306,0.355,2.0
2708,002708.png,2379.533,3.0,3985.044,0.42,0.0
2709,002709.png,1436.944,1.0,1383.22,2.092,1.0
2710,002710.png,1428.542,6.0,7968.629,0.609,1.0
2711,002711.png,1417.56,1.0,1382.787,0.296,0.0
2712,002712.png,1480.848,1.0,1383.024,0.276,1.0
2713,002713.png,1345.088,2.0,2846.585,0.372,1.0
2714,002714.png,1332.8,2.0,2730.555,0.377,1.0
2715,002715.png,1328.314,3.0,4077.345,0.404,2.0
2716,002716.png,1317.944,4.0,5418.727,0.51,0.0
2717,002717.png,1344.766,1.0,1388.848,0.298,1.0
2718,002718.png,1460.272,3.0,4078.148,0.445,1.0
2719,002719.png,1545.996,4.0,5388.896,0.539,0.0
2720,002720.png,1549.389,6.0,8509.725,0.688,0.0
2721,002721.png,1399.179,3.0,4051.461,0.448,0.0
2722,002722.png,1468.245,5.0,6946.872,0.672,4.0
2723,002723.png,1375.299,2.0,2707.724,0.377,1.0
2724,002724.png,1366.944,2.0,2712.848,0.382,0.0
2725,002725.png,1403.358,10.0,14674.062,1.76,0.0
2726,002726.png,1421.129,1.0,1442.453,0.284,1.0
2727,002727.png,1429.699,1.0,1379.435,0.286,1.0
2728,002728.png,1347.254,1.0,1374.068,0.274,0.0
2729,002729.png,1393.827,4.0,5332.089,0.463,2.0
2730,002730.png,1319.258,1.0,1379.192,0.297,1.0
2731,002731.png,1301.173,1.0,1374.442,0.303,1.0
2732,002732.png,1330.399,4.0,5346.12,0.465,0.0
2733,002733.png,1436.001,8.0,11211.714,0.733,0.0
2734,002734.png,1460.606,5.0,6685.08,0.544,0.0
2735,002735.png,1555.426,5.0,6663.689,0.537,0.0
2736,002736.png,1352.18,1.0,1383.39,0.279,0.0
2737,002737.png,1367.613,4.0,5346.109,0.528,3.0
2738,002738.png,1383.648,14.0,20734.002,2.689,0.0
2739,002739.png,1426.364,1.0,1432.139,0.361,1.0
2740,002740.png,1320.936,4.0,5318.168,0.473,4.0
2741,002741.png,1396.992,8.0,11402.71,1.17,0.0
2742,002742.png,1438.755,9.0,13578.955,2.048,0.0
2743,002743.png,1450.808,1.0,1406.484,0.301,0.0
2744,002744.png,1612.363,6.0,8438.435,0.607,2.0
2745,002745.png,1355.078,8.0,13043.798,1.56,1.0
2746,002746.png,1404.029,1.0,1489.334,0.305,0.0
2747,002747.png,1342.466,4.0,5372.856,0.469,1.0
2748,002748.png,1384.679,1.0,1391.4,0.309,0.0
2749,002749.png,1382.362,3.0,4077.64,0.442,3.0
2750,002750.png,1322.656,1.0,1391.558,0.276,1.0
2751,002751.png,1432.183,2.0,2722.021,0.343,2.0
2752,002752.png,1389.807,,,,2.0
2753,002753.png,1401.925,1.0,1397.567,0.289,0.0
2754,002754.png,1359.014,4.0,5398.411,0.509,2.0
2755,002755.png,1406.726,2.0,2722.487,0.382,2.0
2756,002756.png,1465.377,3.0,4053.914,0.458,3.0
2757,002757.png,1603.835,4.0,5372.471,0.481,1.0
2758,002758.png,1376.791,1.0,1395.112,0.287,0.0
2759,002759.png,1409.837,,,,0.0
2760,002760.png,1546.702,1.0,1401.57,0.291,0.0
2761,002761.png,1428.985,1.0,1397.093,0.285,0.0
2762,002762.png,1398.4,3.0,4055.186,0.396,2.0
2763,002763.png,1382.39,4.0,5379.421,0.535,0.0
2764,002764.png,1386.426,2.0,2736.863,0.349,2.0
2765,002765.png,1327.447,4.0,5365.144,0.545,0.0
2766,002766.png,1344.226,7.0,10248.627,0.686,5.0
2767,002767.png,1423.347,3.0,4063.626,0.452,1.0
2768,002768.png,1370.336,4.0,5299.017,0.532,2.0
2769,002769.png,1392.461,2.0,2657.174,0.373,0.0
2770,002770.png,1326.751,12.0,17684.968,2.184,2.0
2771,002771.png,1363.504,10.0,14116.08,0.855,0.0
2772,002772.png,1419.461,,,,0.0
2773,002773.png,1455.651,8.0,11101.734,1.1,0.0
2774,002774.png,1456.853,8.0,11057.451,0.832,0.0
2775,002775.png,1777.579,3.0,4007.651,0.415,1.0
2776,002776.png,1394.384,,,,1.0
2777,002777.png,1379.936,2.0,2672.014,0.338,0.0
2778,002778.png,1323.06,4.0,5279.77,0.565,0.0
2779,002779.png,1489.596,2.0,2671.984,0.341,0.0
2780,002780.png,1387.438,,,,0.0
2781,002781.png,1322.137,3.0,3974.644,0.41,0.0
2782,002782.png,1354.072,,,,0.0
2783,002783.png,1318.564,6.0,7929.135,0.609,3.0
2784,002784.png,1311.887,5.0,6647.896,0.617,2.0
2785,002785.png,1434.368,7.0,9207.374,0.658,1.0
2786,002786.png,1327.351,5.0,6611.187,0.546,0.0
2787,002787.png,1382.207,,,,0.0
2788,002788.png,1411.536,11.0,15529.093,2.39,3.0
2789,002789.png,1344.096,2.0,2663.347,0.375,1.0
2790,002790.png,1323.257,3.0,3924.239,0.456,0.0
2791,002791.png,1326.016,2.0,2647.384,0.389,0.0
2792,002792.png,1332.897,2.0,2646.012,0.34,0.0
2793,002793.png,1320.064,7.0,9666.483,0.706,0.0
2794,002794.png,1332.343,5.0,6647.741,0.538,0.0
2795,002795.png,1332.916,12.0,17601.803,1.491,0.0
2796,002796.png,1409.701,3.0,4028.071,0.404,1.0
2797,002797.png,1417.422,7.0,9205.714,0.673,0.0
2798,002798.png,1548.861,3.0,3957.667,0.443,2.0
2799,002799.png,1409.14,1.0,1387.688,0.286,1.0
2800,002800.png,1327.48,3.0,3964.161,0.455,3.0
2801,002801.png,1474.959,13.0,19627.147,2.434,1.0
2802,002802.png,1344.759,4.0,5838.293,0.551,1.0
2803,002803.png,1305.709,,,,1.0
2804,002804.png,1308.21,5.0,6988.175,0.557,0.0
2805,002805.png,1351.519,6.0,8674.226,1.396,0.0
2806,002806.png,1359.979,2.0,2951.491,0.333,0.0
2807,002807.png,1319.184,6.0,9788.806,1.098,0.0
2808,002808.png,1357.323,4.0,5677.915,0.466,1.0
2809,002809.png,1398.331,6.0,9129.807,0.691,0.0
2810,002810.png,1376.776,1.0,1608.593,0.728,1.0
2811,002811.png,1367.177,,,,1.0
2812,002812.png,1374.054,,,,1.0
2813,002813.png,1316.886,2.0,2752.185,0.336,0.0
2814,002814.png,1325.472,4.0,5422.474,0.47,2.0
2815,002815.png,1408.271,10.0,14836.209,1.517,0.0
2816,002816.png,1416.552,9.0,13819.958,0.942,4.0
2817,002817.png,1341.888,1.0,1433.832,0.282,0.0
2818,002818.png,1411.244,2.0,2664.883,0.35,2.0
2819,002819.png,1421.983,5.0,7052.069,1.225,0.0
2820,002820.png,1444.862,1.0,1423.152,0.278,1.0
2821,002821.png,1416.674,2.0,2719.824,0.376,0.0
2822,002822.png,1556.688,5.0,8522.806,0.794,3.0
2823,002823.png,1342.612,1.0,1500.599,0.289,1.0
2824,002824.png,1317.882,1.0,1634.469,0.569,1.0
2825,002825.png,1337.601,4.0,6042.636,0.478,1.0
2826,002826.png,1348.718,1.0,1437.138,0.307,0.0
2827,002827.png,1331.365,2.0,2827.127,0.437,0.0
2828,002828.png,1351.174,1.0,1441.209,0.276,0.0
2829,002829.png,1368.15,5.0,7645.375,0.64,0.0
2830,002830.png,1424.237,6.0,9608.571,0.697,3.0
2831,002831.png,1395.131,2.0,3081.85,0.357,0.0
2832,002832.png,1380.449,1.0,1489.323,0.299,0.0
2833,002833.png,1351.673,,,,0.0
2834,002834.png,1488.319,3.0,4151.606,0.423,0.0
2835,002835.png,1339.95,2.0,2709.526,0.344,0.0
2836,002836.png,1320.633,1.0,1404.064,0.276,0.0
2837,002837.png,1371.858,1.0,1495.178,0.268,1.0
2838,002838.png,1417.316,5.0,7606.366,0.529,1.0
2839,002839.png,1379.357,4.0,6955.749,0.591,4.0
2840,002840.png,1354.741,3.0,5433.685,0.725,3.0
2841,002841.png,1420.608,1.0,1531.342,0.353,0.0
2842,002842.png,1411.722,1.0,1599.121,0.308,0.0
2843,002843.png,1482.825,3.0,4670.271,0.447,2.0
2844,002844.png,1559.445,3.0,4853.124,0.613,0.0
2845,002845.png,1460.235,4.0,7272.483,0.534,0.0
2846,002846.png,1423.346,1.0,1683.658,0.296,0.0
2847,002847.png,1503.602,2.0,3216.778,0.347,0.0
2848,002848.png,1424.312,1.0,1498.67,0.291,1.0
2849,002849.png,1383.955,1.0,1570.82,0.309,1.0
2850,002850.png,1459.92,5.0,7584.354,0.659,3.0
2851,002851.png,1348.808,9.0,18709.192,2.13,0.0
2852,002852.png,1360.868,,,,0.0
2853,002853.png,1322.14,1.0,1621.559,0.336,1.0
2854,002854.png,1308.905,1.0,1556.316,0.309,0.0
